Order_ID,Product_ID,Quantity,L,W
585,8,4,26,17
585,9,6,25,16
585,10,1,32,21
586,0,10,29,19
586,1,10,29,19
586,2,2,39,26
586,3,1,39,26
586,4,2,39,26
586,5,3,39,26
586,6,3,39,26
586,7,1,39,26
586,8,1,39,26
586,9,1,39,26
586,10,4,39,26
586,11,2,39,26
586,12,4,39,26
586,13,2,39,26
586,14,1,39,26
586,15,4,33,21
586,16,1,32,21
586,17,2,32,21
586,18,1,38,25
586,19,1,38,25
586,20,1,35,23
586,21,1,35,23
586,22,4,35,23
586,23,1,35,23
586,24,2,35,23
586,25,1,40,26
586,26,1,27,20
587,0,2,39,26
587,1,2,39,26
587,2,3,39,26
587,3,1,39,26
587,4,2,39,26
587,5,2,39,26
587,6,4,32,21
587,7,5,32,21
587,8,6,32,21
587,9,3,32,21
587,10,3,32,21
587,11,3,32,21
587,12,3,32,21
587,13,3,32,21
587,14,1,40,27
587,15,1,40,27
587,16,1,40,27
587,17,1,40,27
587,18,1,40,27
587,19,6,35,23
587,20,2,35,23
587,21,3,35,23
587,22,2,35,23
587,23,3,35,23
587,24,4,35,23
587,25,8,35,23
587,26,8,35,23
587,27,6,35,23
587,28,8,35,23
587,29,3,35,23
588,0,4,29,19
588,1,4,39,29
588,2,2,26,17
588,3,2,26,17
588,4,8,25,16
588,5,6,25,16
588,6,1,35,23
588,7,4,35,23
588,8,4,35,23
588,9,2,35,23
588,10,4,35,23
588,11,8,33,22
589,0,8,39,26
589,1,6,39,26
589,2,1,39,26
589,3,1,39,26
589,4,2,39,26
589,5,1,39,26
589,6,2,39,26
589,7,1,39,26
589,8,1,39,26
589,9,1,39,26
589,10,1,39,26
589,11,4,33,21
589,12,2,33,21
589,13,1,32,21
589,14,2,32,21
589,15,2,32,21
589,16,1,32,21
589,17,1,38,25
589,18,2,38,25
589,19,2,38,25
589,20,12,28,18
589,21,6,28,18
589,22,2,46,31
590,0,5,39,29
590,1,1,39,26
590,2,1,39,26
590,3,1,39,26
590,4,5,39,26
590,5,5,33,21
590,6,5,33,21
590,7,2,33,21
590,8,2,32,21
590,9,2,28,18
590,10,2,18,18
590,11,2,46,15
591,0,1,39,26
591,1,7,39,26
591,2,4,39,26
591,3,1,39,26
591,4,1,39,26
591,5,1,39,26
591,6,4,39,26
591,7,1,39,26
591,8,3,39,26
591,9,3,39,26
591,10,2,39,26
591,11,4,33,21
591,12,2,33,21
591,13,2,33,21
591,14,1,32,21
591,15,2,32,21
591,16,12,29,23
591,17,12,29,23
591,18,2,35,23
591,19,1,35,23
591,20,2,35,23
591,21,4,35,23
591,22,2,35,23
591,23,2,35,23
591,24,1,35,23
591,25,2,35,23
591,26,1,35,23
591,27,1,35,23
591,28,1,35,23
591,29,2,33,22
591,30,1,46,31
591,31,1,46,15
593,0,8,29,19
593,1,4,29,19
593,2,1,39,26
593,3,1,39,26
593,4,3,39,26
593,5,4,39,26
593,6,2,34,22
593,7,1,34,22
593,8,1,34,22
593,9,6,26,17
593,10,4,24,16
593,11,1,46,15
593,12,1,46,15
593,13,1,40,26
593,14,1,40,26
593,15,1,40,26
593,16,3,40,26
593,17,2,40,26
593,18,2,32,21
593,19,1,32,21
594,0,6,39,26
594,1,2,39,26
594,2,6,39,26
594,3,2,39,26
594,4,4,39,26
594,5,1,34,22
594,6,8,29,23
594,7,1,40,27
594,8,1,40,27
594,9,4,18,18
594,10,4,18,18
594,11,4,18,18
594,12,2,46,15
594,13,2,46,15
594,14,2,40,26
594,15,1,40,26
594,16,1,40,26
594,17,1,39,26
595,0,2,39,29
595,1,4,39,26
595,2,1,39,26
595,3,6,39,26
595,4,4,39,26
595,5,1,39,26
595,6,2,39,26
595,7,2,39,26
595,8,2,39,26
595,9,2,39,26
595,10,1,39,26
596,0,8,29,17
596,1,1,34,22
596,2,6,33,21
596,3,4,33,21
596,4,8,33,21
596,5,1,32,21
596,6,2,32,21
596,7,2,32,21
596,8,2,38,25
596,9,6,25,16
596,10,8,24,16
596,11,9,35,23
596,12,5,35,23
596,13,2,35,23
597,0,4,39,29
597,1,4,39,26
597,2,1,39,26
597,3,1,39,26
597,4,2,39,26
597,5,1,39,26
597,6,2,39,26
597,7,4,39,26
597,8,1,39,26
597,9,2,39,26
597,10,1,39,26
597,11,4,39,26
597,12,1,40,27
597,13,1,40,27
597,14,1,40,27
597,15,1,40,27
597,16,1,40,27
597,17,2,38,25
597,18,1,38,25
597,19,1,35,23
597,20,6,35,23
597,21,4,35,23
597,22,2,35,23
597,23,3,35,23
597,24,2,35,23
597,25,2,35,23
597,26,1,35,23
597,27,1,35,23
597,28,2,35,23
597,29,1,35,23
597,30,1,35,23
597,31,3,35,23
597,32,4,18,18
597,33,6,18,18
597,34,6,18,18
597,35,4,18,18
598,0,1,39,26
598,1,4,39,26
598,2,2,39,26
598,3,2,39,26
598,4,2,39,26
598,5,4,32,21
598,6,2,32,21
598,7,6,35,23
598,8,3,35,23
598,9,2,35,23
598,10,2,26,19
599,0,2,39,26
599,1,2,39,26
599,2,1,39,26
599,3,2,39,26
599,4,2,39,26
599,5,2,39,26
599,6,2,39,26
599,7,2,39,26
599,8,1,39,26
599,9,1,39,26
599,10,1,39,26
599,11,2,39,26
599,12,2,39,26
599,13,4,39,26
599,14,1,39,26
599,15,2,39,26
599,16,1,34,22
599,17,9,35,23
599,18,3,35,23
599,19,2,35,23
599,20,3,35,23
599,21,3,35,23
599,22,2,35,23
599,23,3,35,23
599,24,7,35,23
599,25,3,35,23
599,26,5,35,23
599,27,4,35,23
599,28,8,35,23
600,0,6,39,26
600,1,1,39,26
600,2,2,39,26
600,3,1,39,26
600,4,1,39,26
600,5,2,39,26
600,6,1,39,26
600,7,2,39,26
600,8,2,39,26
600,9,6,39,26
600,10,1,39,26
600,11,2,39,26
600,12,1,39,26
600,13,1,39,26
600,14,6,33,21
600,15,1,33,21
600,16,4,33,21
600,17,1,25,17
600,18,2,25,17
600,19,2,25,17
600,20,4,25,17
600,21,1,35,23
600,22,2,35,23
600,23,1,46,31
600,24,1,46,15
600,25,1,32,21
600,26,1,39,26
601,0,4,39,26
601,1,3,39,26
601,2,2,39,26
601,3,1,39,26
601,4,1,39,26
601,5,1,34,22
601,6,2,25,16
601,7,2,24,16
601,8,1,35,23
601,9,4,35,23
601,10,1,35,23
601,11,2,35,23
601,12,1,35,23
602,0,2,39,26
602,1,2,39,26
602,2,2,39,26
602,3,1,39,26
602,4,1,39,26
602,5,4,39,26
602,6,1,39,26
602,7,68,25,17
602,8,16,25,17
602,9,12,25,17
602,10,2,25,17
602,11,4,24,16
603,0,4,39,26
603,1,2,39,26
603,2,4,39,26
603,3,2,39,26
603,4,2,39,26
603,5,2,39,26
603,6,2,39,26
603,7,2,39,26
603,8,2,39,26
603,9,4,39,26
603,10,4,26,17
603,11,2,26,17
603,12,14,25,17
603,13,8,25,17
604,0,2,29,19
604,1,6,29,19
604,2,4,29,19
604,3,2,29,19
604,4,2,33,21
604,5,10,33,21
604,6,1,38,25
604,7,1,38,25
604,8,2,28,18
604,9,2,26,17
604,10,4,25,17
604,11,4,25,17
604,12,2,35,23
604,13,1,35,23
604,14,4,35,23
604,15,1,35,23
604,16,9,35,23
604,17,1,35,23
604,18,6,33,22
604,19,2,33,22
604,20,4,18,18
604,21,4,18,18
604,22,2,18,18
604,23,4,18,18
604,24,1,46,15
604,25,1,46,15
604,26,2,46,15
604,27,1,46,15
604,28,1,40,26
604,29,1,40,26
604,30,2,27,20
604,31,1,27,20
604,32,1,27,20
605,0,5,39,26
605,1,1,39,26
605,2,4,39,26
605,3,3,39,26
605,4,1,39,26
605,5,3,34,22
605,6,3,34,22
605,7,1,38,25
605,8,1,38,25
605,9,2,38,25
605,10,2,35,23
605,11,1,21,19
605,12,1,21,19
605,13,1,40,26
606,0,5,39,29
606,1,3,39,29
606,2,2,39,26
606,3,8,39,26
606,4,1,34,22
606,5,10,33,21
606,6,2,33,21
606,7,10,33,21
606,8,2,32,21
606,9,5,32,21
606,10,3,40,27
606,11,5,35,23
606,12,4,35,23
606,13,4,35,23
606,14,5,35,23
607,0,2,34,22
607,1,4,33,21
607,2,8,33,21
607,3,2,40,27
607,4,2,40,27
607,5,2,40,27
607,6,4,40,27
607,7,6,38,25
607,8,1,38,25
607,9,1,38,25
607,10,1,38,25
607,11,1,38,25
607,12,3,38,25
607,13,2,38,25
607,14,6,18,18
607,15,6,18,18
607,16,10,18,18
607,17,2,18,18
607,18,10,18,18
607,19,3,46,15
607,20,1,46,15
607,21,4,40,26
607,22,4,40,26
607,23,2,40,26
607,24,3,40,26
607,25,2,40,26
608,0,4,39,26
608,1,4,39,26
608,2,1,39,26
608,3,2,39,26
608,4,3,39,26
608,5,2,39,26
608,6,1,39,26
608,7,2,33,21
608,8,2,33,21
608,9,1,40,27
608,10,1,40,27
608,11,1,40,27
608,12,1,38,25
608,13,1,38,25
608,14,1,35,23
608,15,8,35,23
608,16,8,35,23
608,17,1,35,23
608,18,1,46,31
608,19,2,18,18
608,20,1,39,26
609,0,8,39,26
609,1,3,39,26
609,2,2,40,27
609,3,1,40,27
609,4,4,40,27
609,5,6,28,18
609,6,6,28,18
609,7,6,25,16
609,8,6,18,18
609,9,1,46,15
609,10,1,46,15
609,11,1,46,15
610,0,1,39,26
610,1,2,39,26
610,2,2,39,26
610,3,1,39,26
610,4,2,39,26
610,5,2,39,26
610,6,2,39,26
610,7,1,39,26
610,8,1,39,26
610,9,1,39,26
610,10,2,39,26
610,11,2,32,21
610,12,2,32,21
610,13,1,40,27
610,14,1,40,27
610,15,1,40,27
610,16,1,40,27
610,17,1,40,27
610,18,1,40,27
610,19,2,26,17
610,20,4,26,17
610,21,2,28,18
610,22,2,25,17
610,23,2,25,17
610,24,1,35,23
610,25,2,35,23
610,26,1,35,23
610,27,2,35,23
610,28,1,35,23
610,29,1,40,26
610,30,1,40,26
610,31,1,39,26
611,0,2,29,19
611,1,2,29,19
611,2,2,29,19
611,3,1,39,26
611,4,2,39,26
611,5,1,39,26
611,6,2,39,26
611,7,6,39,26
611,8,2,39,26
611,9,4,39,26
611,10,2,39,26
611,11,1,39,26
611,12,1,39,26
611,13,6,29,23
611,14,8,29,23
611,15,6,29,23
611,16,2,25,17
611,17,2,25,17
611,18,4,35,23
611,19,1,35,23
611,20,1,35,23
611,21,2,35,23
611,22,6,35,23
611,23,2,35,23
611,24,1,30,21
612,0,12,39,26
612,1,12,39,26
612,2,11,33,21
612,3,5,33,21
612,4,17,29,23
612,5,17,29,23
612,6,16,25,16
612,7,12,25,16
613,0,1,32,21
613,1,1,32,21
613,2,1,32,21
613,3,1,40,27
613,4,2,40,27
613,5,1,38,25
613,6,1,38,25
613,7,2,28,18
613,8,2,26,17
613,9,4,25,16
613,10,4,25,16
613,11,1,35,23
613,12,1,35,23
613,13,2,35,23
613,14,1,35,23
613,15,1,35,23
613,16,7,35,23
613,17,8,35,23
613,18,2,18,18
613,19,2,18,18
613,20,1,40,26
613,21,1,40,26
613,22,1,40,26
613,23,1,40,26
613,24,1,39,26
614,0,1,39,26
614,1,1,39,26
614,2,1,39,26
614,3,1,39,26
614,4,1,39,26
614,5,1,39,26
614,6,1,39,26
614,7,1,32,21
614,8,1,32,21
614,9,1,32,21
614,10,1,40,27
614,11,1,40,27
614,12,1,40,27
614,13,1,40,27
614,14,2,40,27
614,15,4,26,17
614,16,2,26,17
614,17,2,28,18
614,18,10,28,18
614,19,2,25,16
614,20,4,25,16
614,21,1,35,23
614,22,1,35,23
614,23,1,35,23
614,24,4,35,23
614,25,2,35,23
614,26,6,35,23
614,27,1,35,23
614,28,2,18,18
614,29,2,18,18
614,30,2,18,18
614,31,2,46,15
614,32,1,40,26
614,33,1,40,26
614,34,1,40,26
615,0,4,29,17
615,1,1,34,22
615,2,1,46,31
615,3,1,40,26
615,4,1,32,21
616,0,5,39,26
616,1,1,39,26
616,2,1,39,26
616,3,1,39,26
616,4,2,39,26
616,5,3,39,26
616,6,4,39,26
616,7,2,39,26
616,8,2,39,26
616,9,1,39,26
616,10,4,39,26
616,11,5,33,21
616,12,4,33,21
616,13,1,32,21
616,14,1,32,21
616,15,6,29,23
616,16,1,35,23
616,17,1,35,23
616,18,1,35,23
616,19,4,35,23
616,20,3,35,23
616,21,4,18,18
617,0,4,39,26
617,1,1,39,26
617,2,1,39,26
617,3,1,39,26
617,4,4,39,26
617,5,1,39,26
617,6,1,39,26
617,7,1,39,26
617,8,4,33,21
617,9,4,33,21
617,10,1,32,21
617,11,1,32,21
617,12,3,32,21
617,13,3,32,21
617,14,2,32,21
617,15,1,40,27
617,16,1,40,27
617,17,6,25,16
617,18,1,35,23
617,19,2,35,23
617,20,6,35,23
617,21,2,35,23
617,22,4,35,23
617,23,2,33,22
617,24,1,46,31
617,25,8,18,18
618,0,22,28,18
618,1,22,28,18
619,0,20,29,19
619,1,10,39,29
619,2,10,39,29
619,3,10,39,29
620,0,5,33,21
620,1,5,33,21
620,2,3,32,21
620,3,2,40,26
620,4,2,40,26
621,0,2,33,21
621,1,4,33,21
621,2,3,32,21
621,3,2,32,21
621,4,5,32,21
621,5,13,29,23
621,6,1,40,27
621,7,2,40,27
621,8,4,40,27
621,9,1,40,27
621,10,1,40,27
621,11,1,40,27
621,12,1,40,27
621,13,1,40,27
621,14,1,40,27
621,15,2,35,23
621,16,4,35,23
621,17,2,35,23
621,18,2,35,23
621,19,2,35,23
621,20,2,35,23
621,21,4,35,23
621,22,6,35,23
621,23,1,35,23
621,24,2,35,23
621,25,4,33,22
621,26,2,32,21
622,0,8,29,17
622,1,6,39,26
622,2,1,39,26
622,3,1,39,26
622,4,1,39,26
622,5,1,39,26
622,6,4,39,26
622,7,2,39,26
622,8,1,39,26
622,9,1,39,26
622,10,6,33,21
622,11,4,33,21
622,12,6,33,21
622,13,4,33,21
622,14,17,29,23
622,15,17,29,23
622,16,4,33,22
622,17,4,33,22
623,0,4,29,19
623,1,4,29,19
623,2,6,29,19
623,3,3,39,26
623,4,2,39,26
623,5,2,39,26
623,6,6,24,16
623,7,1,46,15
623,8,2,46,15
624,0,4,39,26
624,1,4,39,26
624,2,1,39,26
624,3,1,32,21
624,4,2,32,21
624,5,4,32,21
624,6,1,40,27
624,7,2,38,25
624,8,2,28,18
624,9,4,25,17
624,10,2,25,17
624,11,3,35,23
624,12,4,35,23
624,13,4,33,22
624,14,1,46,15
624,15,2,46,15
624,16,1,40,26
624,17,2,40,26
624,18,1,40,26
624,19,1,32,21
624,20,1,39,26
625,0,5,39,26
625,1,2,39,26
625,2,6,32,21
625,3,2,32,21
625,4,3,32,21
625,5,2,32,21
625,6,1,35,23
625,7,8,35,23
625,8,4,35,23
625,9,2,35,23
625,10,3,35,23
625,11,2,35,23
625,12,2,35,23
626,0,6,29,19
626,1,6,29,19
626,2,4,29,19
626,3,4,29,19
626,4,1,39,26
626,5,1,39,26
626,6,4,39,26
626,7,1,39,26
626,8,1,39,26
626,9,1,39,26
626,10,1,39,26
626,11,2,39,26
626,12,2,39,26
626,13,4,39,26
626,14,1,39,26
626,15,6,39,26
626,16,1,39,26
626,17,1,34,22
626,18,1,32,21
626,19,1,32,21
626,20,2,32,21
626,21,1,40,27
626,22,1,38,25
626,23,1,38,25
626,24,1,38,25
626,25,2,35,23
626,26,1,35,23
626,27,2,35,23
626,28,1,35,23
626,29,2,46,15
626,30,2,32,21
627,0,10,29,17
627,1,8,39,26
627,2,2,39,26
627,3,1,39,26
627,4,4,39,26
627,5,3,39,26
627,6,2,39,26
627,7,4,39,26
627,8,4,39,26
627,9,6,39,26
627,10,1,39,26
627,11,1,39,26
627,12,2,39,26
627,13,1,39,26
627,14,2,39,26
627,15,2,39,26
627,16,2,32,21
627,17,2,32,21
627,18,2,32,21
627,19,3,32,21
627,20,1,32,21
627,21,8,33,22
627,22,4,33,22
628,0,6,29,17
628,1,1,33,21
628,2,2,33,21
628,3,2,33,21
628,4,6,33,21
628,5,8,33,21
628,6,2,38,25
628,7,1,38,25
628,8,1,38,25
628,9,1,38,25
628,10,4,26,17
628,11,6,28,18
628,12,4,28,18
628,13,6,28,18
628,14,2,26,17
628,15,1,35,23
628,16,2,35,23
628,17,2,35,23
628,18,1,39,26
628,19,1,26,19
629,0,3,39,26
629,1,1,39,26
629,2,1,39,26
629,3,2,39,26
629,4,1,39,26
629,5,1,39,26
629,6,1,39,26
629,7,1,39,26
629,8,1,39,26
629,9,6,39,26
629,10,1,40,27
629,11,1,40,27
629,12,1,40,27
629,13,1,40,27
629,14,2,40,27
629,15,1,40,27
629,16,1,40,27
629,17,1,40,27
629,18,1,40,27
629,19,1,35,23
629,20,2,35,23
629,21,7,35,23
629,22,5,35,23
629,23,3,35,23
630,0,6,29,17
630,1,6,33,21
630,2,2,33,21
630,3,1,33,21
630,4,6,33,21
630,5,1,32,21
630,6,2,32,21
630,7,1,32,21
630,8,1,32,21
630,9,2,28,18
630,10,4,26,17
630,11,2,26,17
630,12,2,28,18
630,13,2,28,18
630,14,8,28,18
630,15,2,35,23
630,16,7,35,23
630,17,1,35,23
630,18,1,35,23
630,19,5,35,23
630,20,1,35,23
630,21,1,35,23
630,22,1,35,23
630,23,1,35,23
630,24,1,35,23
630,25,6,35,23
630,26,7,35,23
630,27,2,46,15
630,28,1,46,15
630,29,1,32,21
631,0,8,39,26
631,1,2,39,26
631,2,5,40,27
631,3,3,40,27
631,4,2,40,27
632,0,4,29,19
632,1,4,39,26
632,2,1,39,26
632,3,1,39,26
632,4,1,39,26
632,5,1,40,27
632,6,1,40,27
632,7,1,40,27
632,8,1,40,27
632,9,1,38,25
632,10,1,38,25
632,11,1,38,25
632,12,1,38,25
632,13,10,28,18
632,14,2,28,18
632,15,4,26,17
632,16,8,25,16
632,17,4,25,16
632,18,1,46,15
632,19,1,46,15
633,0,4,39,26
633,1,1,39,26
633,2,2,39,26
633,3,6,39,26
633,4,2,39,26
633,5,2,39,26
633,6,1,39,26
633,7,2,39,26
633,8,3,39,26
633,9,1,39,26
633,10,2,39,26
633,11,4,39,26
633,12,6,39,26
633,13,2,39,26
633,14,6,33,21
633,15,2,32,21
633,16,1,40,27
633,17,1,40,27
633,18,1,40,27
633,19,2,38,25
633,20,1,38,25
633,21,1,38,25
633,22,1,38,25
633,23,14,25,16
633,24,4,25,16
633,25,2,35,23
633,26,2,35,23
633,27,6,33,22
633,28,2,40,26
633,29,2,40,26
634,0,3,40,27
634,1,1,40,27
634,2,2,40,27
634,3,1,40,27
634,4,1,40,27
634,5,1,38,25
634,6,1,38,25
634,7,4,38,25
634,8,10,25,16
634,9,12,25,16
634,10,10,24,16
634,11,4,18,18
634,12,10,18,18
634,13,6,18,18
634,14,2,46,15
635,0,3,35,23
635,1,2,35,23
635,2,6,35,23
635,3,12,21,19
635,4,7,21,19
635,5,1,21,19
635,6,1,21,19
635,7,14,24,14
635,8,4,25,18
635,9,4,23,19
636,0,2,32,21
636,1,2,32,21
636,2,1,32,21
636,3,2,32,21
636,4,2,32,21
636,5,4,32,21
636,6,2,32,21
636,7,1,40,27
636,8,2,40,27
636,9,1,40,27
636,10,1,38,25
636,11,2,38,25
636,12,1,38,25
636,13,1,38,25
636,14,2,28,18
636,15,2,26,17
636,16,4,25,17
636,17,2,25,17
636,18,4,24,16
636,19,4,25,16
636,20,4,33,22
636,21,4,33,22
636,22,6,18,18
636,23,6,18,18
636,24,6,18,18
637,0,1,34,22
637,1,2,33,21
637,2,2,33,21
637,3,1,32,21
637,4,1,32,21
637,5,1,40,27
637,6,1,40,27
637,7,1,40,27
637,8,1,40,27
637,9,1,40,27
637,10,1,40,27
637,11,2,40,27
637,12,1,40,27
637,13,1,40,27
637,14,1,38,25
637,15,1,38,25
637,16,1,38,25
637,17,2,25,17
637,18,2,25,16
637,19,2,24,16
637,20,4,25,16
637,21,1,25,16
637,22,1,25,16
637,23,1,35,23
637,24,1,35,23
637,25,1,35,23
637,26,1,35,23
637,27,1,35,23
637,28,1,35,23
637,29,3,35,23
637,30,2,35,23
637,31,3,35,23
637,32,1,35,23
637,33,1,33,22
637,34,1,33,22
637,35,2,18,18
637,36,4,18,18
637,37,2,18,18
637,38,1,46,15
637,39,1,46,15
637,40,1,39,26
638,0,3,34,22
638,1,2,34,22
638,2,2,34,22
638,3,1,32,21
638,4,1,32,21
638,5,1,40,27
638,6,1,40,27
638,7,2,38,25
638,8,1,38,25
638,9,1,38,25
638,10,1,38,25
638,11,4,26,17
638,12,4,25,16
638,13,8,24,16
638,14,4,33,22
638,15,4,33,22
639,0,4,39,26
639,1,2,39,26
639,2,8,39,26
639,3,1,39,26
639,4,1,39,26
639,5,2,39,26
639,6,1,33,21
639,7,8,33,21
639,8,1,32,21
639,9,1,40,27
639,10,1,40,27
639,11,1,40,27
639,12,1,40,27
639,13,1,40,27
639,14,3,40,27
639,15,1,40,27
639,16,2,38,25
639,17,1,38,25
639,18,12,28,18
639,19,4,28,18
639,20,2,25,17
639,21,1,35,23
639,22,1,35,23
639,23,1,35,23
639,24,1,35,23
639,25,7,35,23
639,26,4,18,18
641,0,8,39,26
641,1,1,39,26
641,2,3,39,26
641,3,1,39,26
641,4,2,39,26
641,5,1,39,26
641,6,1,39,26
641,7,1,39,26
641,8,4,39,26
641,9,8,39,26
641,10,1,39,26
641,11,3,38,25
641,12,1,38,25
641,13,1,25,17
641,14,2,25,17
641,15,2,25,16
641,16,2,25,16
641,17,4,35,23
641,18,1,35,23
641,19,2,35,23
641,20,1,35,23
641,21,1,35,23
641,22,2,35,23
641,23,2,35,23
641,24,2,35,23
641,25,2,33,22
641,26,2,33,22
641,27,1,46,31
641,28,1,39,26
642,0,5,39,29
642,1,5,39,29
642,2,5,39,26
642,3,5,34,22
642,4,3,33,21
642,5,3,33,21
642,6,3,32,21
642,7,2,40,27
642,8,3,33,22
643,0,4,29,19
643,1,7,35,23
643,2,6,35,23
643,3,9,35,23
643,4,2,35,23
643,5,3,35,23
643,6,2,35,23
643,7,2,35,23
643,8,1,35,23
643,9,2,35,23
643,10,2,46,31
643,11,1,39,26
644,0,2,32,21
644,1,1,32,21
644,2,1,32,21
644,3,1,32,21
644,4,1,32,21
644,5,4,29,23
644,6,6,29,23
644,7,6,28,18
644,8,1,25,17
644,9,2,25,17
644,10,6,25,16
644,11,6,25,16
644,12,2,33,22
644,13,4,33,22
644,14,1,40,26
645,0,2,39,26
645,1,4,39,26
645,2,2,39,26
645,3,1,39,26
645,4,2,39,26
645,5,2,39,26
645,6,1,39,26
645,7,1,39,26
645,8,4,33,21
645,9,1,40,27
645,10,1,40,27
645,11,2,26,17
645,12,2,26,17
645,13,4,28,18
645,14,2,33,22
645,15,2,46,31
645,16,2,18,18
645,17,12,18,18
645,18,6,18,18
645,19,6,18,18
645,20,6,18,18
645,21,2,18,18
646,0,12,39,26
646,1,2,39,26
646,2,1,39,26
646,3,1,39,26
646,4,2,39,26
646,5,2,39,26
646,6,1,39,26
646,7,2,39,26
646,8,2,39,26
646,9,1,34,22
646,10,1,32,21
646,11,2,32,21
646,12,1,32,21
646,13,8,29,23
646,14,5,29,23
646,15,12,29,23
646,16,1,40,27
646,17,1,40,27
646,18,1,40,27
646,19,1,40,27
646,20,1,40,27
646,21,4,40,27
646,22,1,40,27
646,23,1,40,27
646,24,13,35,23
646,25,13,35,23
646,26,1,35,23
646,27,2,35,23
646,28,2,30,21
647,0,12,29,17
647,1,6,39,26
647,2,1,39,26
647,3,1,39,26
647,4,1,39,26
647,5,1,39,26
647,6,1,39,26
647,7,2,39,26
647,8,8,39,26
647,9,2,39,26
647,10,1,39,26
647,11,3,33,21
647,12,8,33,21
647,13,2,32,21
647,14,2,32,21
647,15,1,32,21
647,16,2,32,21
647,17,2,38,25
647,18,2,28,18
647,19,4,28,18
647,20,3,35,23
647,21,1,35,23
647,22,6,35,23
647,23,2,35,23
648,0,2,39,26
648,1,2,39,26
648,2,1,39,26
648,3,4,39,26
648,4,3,39,26
648,5,3,39,26
648,6,1,39,26
648,7,1,39,26
648,8,4,39,26
648,9,3,39,26
648,10,1,34,22
648,11,1,33,21
648,12,2,33,21
648,13,3,33,21
648,14,8,25,16
648,15,2,25,16
648,16,3,33,22
648,17,2,18,18
648,18,2,18,18
648,19,6,18,18
648,20,2,18,18
649,0,4,39,26
649,1,6,39,26
649,2,1,39,26
649,3,1,39,26
649,4,1,39,26
649,5,2,39,26
649,6,1,39,26
649,7,1,39,26
649,8,1,39,26
649,9,1,39,26
649,10,1,39,26
649,11,1,39,26
649,12,4,28,18
649,13,2,26,17
649,14,8,28,18
649,15,2,28,18
649,16,2,25,17
650,0,1,40,27
650,1,1,40,27
650,2,1,40,27
650,3,1,38,25
650,4,1,38,25
650,5,1,38,25
650,6,1,38,25
650,7,1,38,25
650,8,2,28,18
650,9,4,26,17
650,10,10,28,18
650,11,2,25,17
650,12,6,25,16
650,13,8,24,16
650,14,2,18,18
650,15,3,18,18
650,16,1,18,18
652,0,8,39,26
652,1,4,39,26
652,2,6,39,26
652,3,3,39,26
652,4,2,39,26
652,5,2,39,26
652,6,8,39,26
652,7,2,39,26
652,8,1,39,26
652,9,2,39,26
652,10,4,39,26
652,11,2,39,26
652,12,2,39,26
653,0,2,39,26
653,1,1,39,26
653,2,1,39,26
653,3,1,39,26
653,4,4,39,26
653,5,6,39,26
653,6,2,39,26
653,7,1,39,26
653,8,2,39,26
653,9,1,39,26
653,10,1,34,22
653,11,1,34,22
653,12,2,40,27
653,13,1,40,27
653,14,1,40,27
653,15,2,25,17
653,16,4,25,17
653,17,6,25,16
653,18,4,33,22
653,19,2,46,31
653,20,2,18,18
654,0,4,39,26
654,1,5,33,21
654,2,2,33,21
654,3,8,32,21
654,4,3,35,23
654,5,6,35,23
654,6,1,35,23
654,7,1,35,23
654,8,2,35,23
654,9,2,35,23
654,10,8,35,23
654,11,2,46,15
654,12,1,40,26
654,13,1,40,26
654,14,1,32,21
655,0,10,39,29
655,1,12,39,26
655,2,13,35,23
656,0,2,39,26
656,1,1,39,26
656,2,2,39,26
656,3,4,39,26
656,4,4,39,26
656,5,1,39,26
656,6,2,39,26
656,7,1,39,26
656,8,1,39,26
656,9,8,33,21
656,10,2,32,21
656,11,2,32,21
656,12,1,32,21
656,13,2,32,21
656,14,1,38,25
656,15,1,38,25
656,16,2,35,23
656,17,4,35,23
656,18,4,33,22
656,19,4,18,18
656,20,1,40,26
656,21,1,39,26
657,0,5,37,25
657,1,2,39,26
657,2,3,39,26
657,3,5,39,26
657,4,5,39,26
657,5,6,34,22
657,6,4,34,22
657,7,4,18,18
657,8,4,18,18
658,0,7,39,26
658,1,1,39,26
658,2,1,39,26
658,3,1,39,26
658,4,2,39,26
658,5,1,39,26
658,6,3,39,26
658,7,2,39,26
658,8,3,39,26
658,9,1,32,21
658,10,1,32,21
658,11,4,32,21
658,12,1,32,21
658,13,1,40,27
658,14,2,40,27
658,15,2,40,27
658,16,2,40,27
658,17,1,40,27
658,18,1,40,27
658,19,2,40,27
658,20,2,40,27
658,21,1,40,27
658,22,1,40,27
658,23,1,40,27
658,24,2,40,27
658,25,2,28,18
658,26,3,28,18
658,27,2,26,17
658,28,5,26,17
658,29,2,25,16
658,30,6,24,16
658,31,6,35,23
659,0,3,34,22
659,1,2,40,27
659,2,2,40,27
659,3,3,40,27
659,4,6,38,25
659,5,4,38,25
659,6,3,38,25
659,7,2,38,25
659,8,1,35,23
659,9,4,35,23
659,10,2,35,23
659,11,6,35,23
659,12,2,35,23
659,13,2,33,22
659,14,4,33,22
659,15,4,18,18
659,16,10,18,18
659,17,3,46,15
659,18,4,46,15
659,19,2,40,26
659,20,3,40,26
659,21,3,40,26
660,0,2,39,26
660,1,2,39,26
660,2,2,39,26
660,3,2,39,26
660,4,1,34,22
660,5,1,34,22
